,id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
64703,134348,1,North Star Games BGG Promo Pack,2012.0,3.0,20.0,25.0,25.0,25.0,6.0,13,6.02308,78,9,3,7,9,1,2.0
64706,134356,1,Munchkin 3.5: Pitno mierci,2010.0,3.0,6.0,45.0,45.0,45.0,0.0,11,6.51818,33,0,0,3,1,1,1.0
64709,134380,1,Tzolk'in: The Mayan Calendar  Mini Expansion 1,2012.0,2.0,4.0,90.0,90.0,90.0,13.0,321,7.54692,1941,81,48,112,128,21,3.1429
64710,134388,1,"Sentinels of the Multiverse: Silver Gulch, 1883 Environment",2013.0,2.0,5.0,45.0,45.0,45.0,13.0,496,8.03702,2512,40,22,65,101,17,2.3529
64711,134389,1,Sentinels of the Multiverse: The Scholar Hero Character,2013.0,2.0,5.0,45.0,45.0,45.0,13.0,526,8.10658,2583,47,22,56,109,18,2.5
64712,134391,1,Sentinels of the Multiverse: Dark Visionary Promo Card,2013.0,2.0,5.0,45.0,45.0,45.0,13.0,126,8.23698,652,21,64,106,36,3,2.6667
64713,134392,1,Sentinels of the Multiverse: Freedom Six Promo Pack,2013.0,2.0,5.0,45.0,45.0,45.0,13.0,128,8.41484,613,18,74,119,35,4,2.25
64714,134393,1,Sentinels of the Multiverse: The Eternal Haka Promo Card,2013.0,2.0,5.0,45.0,45.0,45.0,13.0,116,8.19759,638,20,58,102,36,2,2.5
64715,134394,1,Sentinels of the Multiverse: America's Greatest Legacy Promo Card,2013.0,2.0,5.0,45.0,45.0,45.0,13.0,84,8.54952,518,17,65,116,30,3,2.6667
64716,134396,1,Sentinels of the Multiverse: The Final Wasteland Environment,2013.0,2.0,5.0,45.0,45.0,45.0,13.0,474,8.07101,2466,34,23,63,98,16,2.5
64717,134398,1,Sentinels of the Multiverse: Vengeance,2014.0,2.0,5.0,45.0,45.0,45.0,13.0,746,8.13352,3058,38,104,309,151,39,2.7949
64718,134419,0,The Golden Wilderness,2013.0,2.0,5.0,120.0,120.0,120.0,15.0,22,7.18636,27,1,24,45,5,6,3.0
64719,134420,0,The Hobbit: Escape from Goblin Town,2012.0,2.0,2.0,120.0,120.0,120.0,12.0,28,6.91071,118,6,6,14,10,1,2.0
64729,134436,1,NINJA Shadow Forged: Rising Clan,2012.0,2.0,9.0,60.0,60.0,60.0,12.0,10,8.1,15,0,0,1,4,1,3.0
64730,134438,0,Splickety Lit,2012.0,2.0,0.0,60.0,60.0,60.0,14.0,3,5.83333,14,3,0,2,0,1,1.0
64731,134466,1,Spartacus: The Serpents and the Wolf Expansion Set,2013.0,3.0,6.0,150.0,150.0,150.0,17.0,696,8.02069,2028,28,53,155,171,37,2.5405
64736,134509,0,AfterTime: Survival,2012.0,2.0,4.0,90.0,90.0,90.0,14.0,2,5.0,0,0,0,0,0,1,2.0
64737,134511,0,Escape of the Kre'null,2013.0,1.0,4.0,60.0,60.0,60.0,12.0,0,0.0,1,0,0,2,0,1,2.0
64744,134524,0,Lion Rampant,2014.0,2.0,2.0,0.0,0.0,0.0,0.0,20,8.475,78,1,3,4,5,2,2.0
64745,134525,0,Agentes do Destino,2014.0,3.0,6.0,30.0,30.0,30.0,12.0,0,0.0,1,0,0,0,0,1,1.0
64749,134547,0,Hiky na kmori,2012.0,4.0,7.0,20.0,20.0,20.0,8.0,12,6.15,17,1,8,18,3,4,1.25
64751,134565,0,Abiegnus,2012.0,1.0,2.0,5.0,5.0,5.0,11.0,2,6.75,3,0,0,0,1,1,2.0
64754,134569,0,Gregs Tagebuch: Eier Matsch,2012.0,2.0,6.0,30.0,30.0,30.0,8.0,9,6.61111,15,0,0,1,3,1,1.0
64763,134596,0,Duple,2012.0,3.0,6.0,20.0,20.0,20.0,10.0,27,6.33148,56,7,0,6,8,1,2.0
64765,134601,0,Angry Birds: Space  Planet Block Version,2012.0,2.0,4.0,0.0,0.0,0.0,5.0,7,5.42857,15,0,0,0,3,1,1.0
64769,134607,1,Cards Against Humanity: Holiday Expansion,2012.0,4.0,30.0,30.0,30.0,30.0,17.0,533,7.00394,2136,22,32,83,86,28,1.1786
64772,134616,0,Pulce,2008.0,2.0,2.0,0.0,0.0,0.0,7.0,5,5.4,4,0,0,0,3,1,1.0
64779,134649,0,1870-1871 La campagne de l'Arme de l'Est,2012.0,2.0,2.0,120.0,120.0,120.0,15.0,13,6.65385,76,1,2,4,6,4,2.0
64786,134668,1,Mars: Capitol Forces of War,1999.0,2.0,10.0,120.0,120.0,120.0,14.0,0,0.0,4,0,0,0,0,1,4.0
64788,134673,0,Pubcrawler: The Pub-themed Card Game,2012.0,2.0,6.0,30.0,30.0,30.0,18.0,5,5.1,3,0,0,1,3,2,1.5
64789,134674,1,Sherlock Holmes Dtective Conseil : La Piste Tordue,2012.0,1.0,6.0,120.0,120.0,120.0,12.0,9,7.44444,154,2,6,17,6,2,3.0
64791,134682,0,Alice's Adventures in Wonderland,2013.0,1.0,6.0,30.0,30.0,30.0,8.0,2,9.0,1,0,1,8,0,2,2.0
64800,134716,1,Mechwarrior: Dark Age  Fire for Effect Expansion Pack,2003.0,2.0,10.0,60.0,60.0,60.0,10.0,6,7.66667,24,3,1,2,4,2,3.5
64801,134718,0,Donald Duck houdt van Nederland,2012.0,2.0,6.0,30.0,30.0,30.0,6.0,2,6.5,2,0,0,0,0,1,1.0
64803,134724,0,World Wide Hockey,2012.0,2.0,2.0,30.0,30.0,30.0,7.0,5,4.3,5,1,1,0,3,2,1.0
64815,134789,0,Into The Fire,2012.0,1.0,5.0,90.0,90.0,90.0,10.0,4,7.75,6,0,0,3,3,1,2.0
64816,134792,1,'Mighty Morphin' Supplement (fan expansion for Last Night on Earth),2011.0,2.0,5.0,25.0,25.0,25.0,8.0,1,10.0,6,0,4,17,1,1,2.0
64831,134824,0,Qwirkle Trio,2012.0,2.0,4.0,45.0,45.0,45.0,6.0,39,7.24615,128,0,8,36,18,4,1.5
64845,134848,0,Matching Lions,2013.0,2.0,6.0,20.0,20.0,20.0,3.0,10,6.75,29,1,0,0,5,3,1.0
64846,134849,1,Lost Wonders (fan expansion for 7 Wonders),2012.0,2.0,8.0,30.0,30.0,30.0,10.0,87,7.91494,171,0,18,81,40,12,2.5833
64847,134861,0,Harry Potter and the Chamber of Secrets Aragog Chapter Game,2002.0,2.0,2.0,10.0,10.0,10.0,8.0,1,3.5,1,0,0,0,0,1,1.0
64851,134871,1,Younglings Penny Arcade Promo Character,2011.0,2.0,4.0,30.0,30.0,30.0,15.0,3,6.0,13,2,10,12,0,1,1.0
64862,134916,0,Cassette Juego: La Escalera,1987.0,2.0,6.0,30.0,30.0,30.0,8.0,2,9.0,3,0,0,0,1,1,1.0
64863,134917,0,Cassette Juego: En Busca del Tesoro,1987.0,2.0,6.0,30.0,30.0,30.0,8.0,1,7.0,2,0,0,0,1,1,1.0
64864,134918,0,Cassette Juego: La Oca,1987.0,2.0,6.0,30.0,30.0,30.0,8.0,5,4.6,4,0,0,0,1,2,1.5
64876,134945,1,Call of Cthulhu: The Card Game  The Key and the Gate,2013.0,2.0,2.0,30.0,30.0,30.0,13.0,45,7.69444,303,5,24,37,11,5,3.0
64877,134946,1,The Lord of the Rings: The Card Game  Encounter at Amon Dn,2013.0,1.0,2.0,0.0,0.0,0.0,0.0,157,7.81975,1242,8,68,116,62,8,2.875
64881,134957,1,Quarantine: First Aid Expansion,2013.0,2.0,4.0,0.0,0.0,0.0,0.0,67,6.65672,339,39,5,20,34,3,2.0
64882,134958,0,RODAC,2012.0,2.0,4.0,45.0,45.0,45.0,12.0,1,7.0,1,0,0,0,0,1,2.0
64883,134959,0,Cassette Juego: Carrera de Bolidos,1987.0,2.0,4.0,30.0,30.0,30.0,8.0,1,6.0,3,0,0,0,1,1,1.0
64885,134961,0,Cassette Juego: Dracula,1987.0,2.0,2.0,30.0,30.0,30.0,8.0,2,6.0,3,0,0,0,1,1,1.0
64887,134968,0,Destined Legends: Battle Set,2013.0,2.0,2.0,60.0,60.0,60.0,13.0,5,5.4,34,3,1,2,6,1,3.0
64895,135030,1,Kingdom Death: Monster  Flower Knight Expansion,2015.0,1.0,6.0,0.0,0.0,0.0,18.0,1,10.0,41,0,2,4,3,1,4.0
64896,135034,1,Kingdom Death: Monster  Dragon King Expansion,2015.0,1.0,6.0,30.0,30.0,30.0,18.0,1,10.0,46,0,2,4,4,1,4.0
64898,135036,1,Kingdom Death: Monster  Gorm Expansion,2015.0,1.0,6.0,30.0,30.0,30.0,18.0,1,10.0,36,0,2,4,3,1,4.0
64901,135063,0,Napoleonic Rules for a Large-Scale Wargame With Small-Scale Miniatures,1980.0,2.0,0.0,120.0,120.0,120.0,16.0,1,6.0,0,0,0,0,1,1,3.0
64902,135064,1,The Lord of the Rings: The Card Game  Nightmare Deck: Passage Through Mirkwood,2013.0,1.0,2.0,60.0,60.0,60.0,13.0,76,8.01053,660,7,39,62,42,6,3.0
64903,135077,0,Clockwork Kingdom,2015.0,2.0,4.0,60.0,60.0,60.0,12.0,22,6.11364,113,2,17,113,17,4,2.5
64906,135089,0,Till Darkness Goes,2012.0,1.0,2.0,90.0,90.0,90.0,12.0,3,7.33333,18,1,2,5,3,1,2.0
64907,135090,0,Minoa,2012.0,2.0,4.0,45.0,45.0,45.0,10.0,12,6.66667,14,0,2,7,9,1,1.0
64908,135091,0,The USS Ocius,2012.0,2.0,6.0,30.0,30.0,30.0,12.0,3,8.83333,3,0,1,5,3,2,2.5
64913,135102,1,Chaostle: Melee Expansion Set,2013.0,2.0,8.0,120.0,120.0,120.0,13.0,13,7.5,63,6,10,21,5,1,2.0
64914,135103,1,Android: Netrunner  A Study in Static,2013.0,2.0,2.0,30.0,30.0,30.0,14.0,678,8.2317,4399,50,59,147,161,38,3.0789
64918,135113,0,S.E.A.R.C.H.,2012.0,2.0,5.0,45.0,45.0,45.0,12.0,2,7.0,2,0,1,5,1,1,2.0
64924,135141,1,Death in the Dark Continent: Supplement 1,2012.0,2.0,0.0,0.0,0.0,0.0,0.0,1,7.5,1,0,0,0,0,1,3.0
64932,135158,1,German Fleet Boats,2013.0,0.0,0.0,2500.0,2500.0,2500.0,12.0,8,8.25,145,2,8,27,12,2,3.5
64934,135160,1,Ascension: Theme Pack  Samael Claus,2012.0,1.0,6.0,30.0,30.0,30.0,8.0,51,6.96471,358,3,10,32,12,4,2.25
64936,135167,0,La Disfida,2012.0,2.0,2.0,60.0,60.0,60.0,10.0,2,6.5,15,0,1,3,1,1,2.0
64937,135179,1,Kingdom Death: Monster  Dung Beetle Knight Expansion,2015.0,1.0,6.0,30.0,30.0,30.0,18.0,1,10.0,39,0,3,4,4,1,4.0
64940,135192,0,Dreamlands Adventures,2012.0,1.0,3.0,90.0,90.0,90.0,0.0,8,7.375,14,1,0,5,10,4,2.75
64941,135193,0,The Eastern Front: 1914-1917,2012.0,2.0,2.0,360.0,360.0,360.0,14.0,24,8.625,160,1,19,28,13,6,3.1667
64942,135194,0,The Grand Campaign,2013.0,2.0,2.0,360.0,360.0,360.0,14.0,11,8.61818,113,0,8,19,11,3,3.6667
64943,135205,0,Eternal Contest,2012.0,2.0,6.0,30.0,30.0,30.0,12.0,2,8.25,1,0,0,0,0,1,2.0
64948,135217,0,Battle of Cannae,2012.0,2.0,2.0,60.0,60.0,60.0,8.0,5,5.8,11,0,0,1,1,2,2.0
64950,135220,0,Elemental Clash: The Master Set,2013.0,2.0,4.0,30.0,30.0,30.0,10.0,6,7.33333,15,1,2,11,6,3,2.3333
64951,135222,1,Star Wars: The Card Game  The Search for Skywalker,2013.0,2.0,2.0,60.0,60.0,60.0,10.0,233,7.76425,1577,55,16,34,57,9,3.2222
64955,135257,1,Crosshairs: Extra Player Expansion,2012.0,3.0,4.0,20.0,20.0,20.0,8.0,3,8.16667,7,0,2,2,3,1,3.0
64957,135263,1,Bootleggers: The Boardwalk,2013.0,2.0,6.0,120.0,120.0,120.0,14.0,26,6.65385,379,21,22,64,18,2,2.5
64959,135270,0,Shibumi,2011.0,1.0,8.0,15.0,15.0,15.0,6.0,27,8.22222,41,2,7,25,10,6,2.8333
64962,135275,0,Proxima's Battlegrounds,2012.0,2.0,0.0,30.0,30.0,30.0,5.0,0,0.0,1,0,0,0,0,1,1.0
64965,135292,0,Rudolph the Red-Nosed Reindeer,2003.0,2.0,6.0,30.0,30.0,30.0,4.0,1,4.0,2,0,0,0,0,1,1.0
64967,135326,0,Disney Dazzling Princess,2012.0,2.0,4.0,30.0,30.0,30.0,4.0,8,5.0625,13,0,0,0,2,1,1.0
64969,135329,0,Disruptus,2013.0,0.0,0.0,0.0,0.0,0.0,10.0,4,4.5,26,2,0,5,1,1,2.0
64973,135337,1,Resident Evil Deck Building Game: Albert Wesker GenCon Promo,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7.41667,34,1,15,31,2,1,3.0
64974,135338,1,Resident Evil Deck Building Game: Nurse Rebecca Promo,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,12,7.58333,57,4,12,27,1,1,3.0
64975,135339,1,Resident Evil Deck Building Game: Cloak Hunk Promo,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,14,7.25,55,4,11,30,2,2,2.0
64976,135371,0,Power Rangers in Space: Space Pursuit Pop Action Dice Game,1998.0,2.0,4.0,0.0,0.0,0.0,5.0,1,10.0,1,0,0,0,1,1,2.0
64978,135378,1,Catan: Explorers & Pirates,2013.0,2.0,4.0,120.0,90.0,120.0,12.0,391,7.38228,1450,21,86,347,103,49,2.8571
64981,135381,0,QuickDraft,2012.0,1.0,5.0,10.0,10.0,10.0,8.0,3,7.16667,3,2,0,3,2,1,2.0
64983,135386,0,Dungeon Monsters,2012.0,4.0,8.0,30.0,30.0,30.0,12.0,12,6.84167,28,0,3,5,0,3,1.0
64985,135400,0,Hackers&Agents,2012.0,2.0,8.0,30.0,30.0,30.0,12.0,0,0.0,2,0,0,0,1,1,1.0
64986,135401,1,White Star Rising: Airborne,2012.0,2.0,2.0,60.0,60.0,60.0,12.0,9,6.94444,70,1,5,8,6,1,2.0
64989,135408,0,Ritter Rost: Eisenhart & Voll Verbeult,2012.0,2.0,4.0,30.0,30.0,30.0,8.0,4,5.95,14,1,1,2,1,1,2.0
64991,135414,0,Seven Gods of Fortune,2012.0,1.0,4.0,30.0,30.0,30.0,12.0,0,0.0,3,0,0,1,0,1,2.0
64998,135429,0,U.S. President,2012.0,2.0,6.0,20.0,20.0,20.0,8.0,2,7.5,4,0,2,1,1,1,2.0
65007,135443,0,Tam Tam,1995.0,3.0,8.0,45.0,45.0,45.0,8.0,5,7.5,5,0,0,0,1,1,2.0
65011,135467,1,Peloponnes: Trade Expansion,2012.0,1.0,5.0,0.0,0.0,0.0,10.0,21,7.03333,157,3,22,39,10,1,3.0
65019,135486,0,Sindzse szeme,2012.0,2.0,6.0,60.0,60.0,60.0,12.0,1,5.0,3,0,0,0,0,1,2.0
65023,135493,0,Playmobil Soccer Match,2010.0,2.0,2.0,20.0,20.0,20.0,5.0,8,7.3125,10,0,1,2,6,1,1.0
65025,135507,0,Erobreren,2006.0,2.0,6.0,60.0,60.0,60.0,14.0,3,5.66667,7,0,0,0,2,1,3.0
65033,135534,1,Rolling Freight: Great Britain and India,2014.0,2.0,5.0,90.0,90.0,90.0,13.0,19,7.54053,199,3,14,41,11,3,2.6667
65035,135547,1,Zpocalypse: Zmergency,2013.0,1.0,4.0,90.0,90.0,90.0,14.0,58,6.86466,519,36,5,20,34,3,3.0
65037,135562,0,Crazy Cubes Bowling,2012.0,1.0,2.0,15.0,15.0,15.0,6.0,2,4.0,1,0,0,0,1,1,1.0
65038,135563,0,Crazy Cubes Soccer,2012.0,1.0,2.0,15.0,15.0,15.0,6.0,1,4.0,1,0,0,0,1,1,1.0
65039,135564,0,The Legend of Cheung Po Tsai,2012.0,2.0,4.0,30.0,30.0,30.0,6.0,2,6.0,11,0,0,0,1,1,1.0
65041,135576,1,Hooyah: Navy Seals Card Game  Mission  Hostage Rescue Promo Card,2012.0,1.0,4.0,45.0,45.0,45.0,10.0,8,6.725,37,3,5,10,0,1,2.0
65042,135577,0,The Invasion of Russia (1812),2014.0,2.0,0.0,60.0,60.0,60.0,0.0,25,7.78,119,4,21,23,20,5,2.6
65044,135579,0,Travalgo,2011.0,2.0,4.0,60.0,60.0,60.0,8.0,6,4.83333,3,1,0,1,2,1,2.0
65052,135598,0,Pub Trivia,2012.0,3.0,0.0,50.0,50.0,50.0,0.0,12,6.25833,35,1,0,1,3,1,3.0
65055,135610,0,G.I. Joe: Battle for DC,2013.0,2.0,2.0,60.0,60.0,60.0,0.0,4,7.75,4,0,2,2,5,1,2.0
65057,135612,1,Dungeon Heroes: Expansion Pack,2013.0,2.0,2.0,30.0,30.0,30.0,13.0,47,6.70426,584,16,15,40,40,4,2.5
65058,135614,1,Fifty Shades of Grey: Red Room Expansion Pack,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7.75,5,0,0,2,1,1,1.0
65061,135636,0,Angry Birds: Happy Holidays,2012.0,2.0,4.0,0.0,0.0,0.0,5.0,3,3.66667,7,0,1,1,1,1,1.0
65067,135655,0,Uno: Cars 2,2011.0,2.0,10.0,30.0,30.0,30.0,7.0,7,4.35714,17,0,0,0,2,2,1.0
65069,135660,1,Anima Tactics: Kudoi,2009.0,2.0,0.0,60.0,60.0,60.0,12.0,0,0.0,1,0,0,0,0,1,3.0
65072,135663,0,8 Planets: Captains of the Solar System,2015.0,2.0,4.0,120.0,120.0,120.0,12.0,7,7.57143,2,0,4,14,1,2,2.0
65082,135686,0,Weetjes Kwartet,2010.0,2.0,4.0,30.0,30.0,30.0,6.0,3,4.0,9,1,0,0,4,1,1.0
65088,135705,0,Cheap Shot,2013.0,2.0,6.0,45.0,45.0,45.0,12.0,17,5.43294,51,3,1,2,6,3,1.0
65089,135706,1,Cheap Shot: Cheaper Shots,2013.0,2.0,6.0,45.0,45.0,45.0,17.0,6,5.63333,24,3,0,2,3,1,1.0
65092,135712,1,Kingdom Death: Monster  Lion God Expansion,2015.0,1.0,6.0,30.0,30.0,30.0,18.0,1,10.0,32,0,2,4,2,1,4.0
65099,135719,0,Catching Fire: Shuffling the Deck,2013.0,2.0,4.0,30.0,30.0,30.0,8.0,5,4.9,29,3,2,2,3,2,1.5
65104,135726,0,Tacship,1992.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,0,0,0,1,1.0
65119,135763,0,Wereldsteden,2012.0,2.0,6.0,45.0,45.0,45.0,8.0,13,5.42308,17,1,0,0,5,1,2.0
65126,135787,1,Rivers to the Reich,2013.0,2.0,2.0,180.0,180.0,180.0,0.0,13,7.92308,202,0,1,6,8,4,5.0
65128,135796,0,Next War: Taiwan,2014.0,2.0,0.0,480.0,120.0,480.0,12.0,25,8.344,299,3,21,66,29,12,4.0833
65130,135799,0,Travel Trivial Pursuit,1993.0,2.0,2.0,30.0,30.0,30.0,15.0,4,5.25,8,0,0,1,0,1,1.0
65131,135801,0,The Hobbit: An Unexpected Journey,2012.0,2.0,6.0,0.0,0.0,0.0,6.0,15,2.43333,30,4,0,3,4,2,1.0
65134,135804,0,First to the Line,2010.0,2.0,5.0,30.0,30.0,30.0,12.0,5,7.4,4,0,0,0,0,2,2.0
65139,135812,0,Knot Dice,2016.0,1.0,4.0,20.0,10.0,20.0,5.0,6,6.5,21,0,10,56,9,1,2.0
65140,135813,0,Gui Bo Shi Sheng Xiao,1964.0,2.0,4.0,30.0,30.0,30.0,0.0,2,5.5,1,0,0,0,1,1,1.0
65142,135818,1,Best of Friends,2013.0,2.0,4.0,180.0,180.0,180.0,0.0,16,8.8125,202,1,0,3,13,5,5.0
65143,135819,1,Le Franc-Tireur #13: The Crimean Campaign,2013.0,2.0,4.0,180.0,180.0,180.0,0.0,8,8.375,70,0,0,6,4,1,5.0
65146,135835,0,Jackpot!,2013.0,2.0,5.0,60.0,60.0,60.0,13.0,9,6.5,24,0,0,0,7,2,3.0
65147,135838,1,Eclipse: Rockets of Celebration,2013.0,2.0,6.0,120.0,120.0,120.0,14.0,44,7.16136,202,0,56,152,18,1,3.0
65151,135848,0,Balancing Cactus,2009.0,1.0,4.0,0.0,0.0,0.0,3.0,5,6.14,7,0,0,0,1,1,1.0
65153,135851,0,Kuddelmuddel,2013.0,2.0,4.0,15.0,15.0,15.0,5.0,8,6.125,16,0,0,4,3,1,1.0
65162,135868,0,Alle meine Tiere,2013.0,2.0,6.0,15.0,15.0,15.0,6.0,7,5.78571,6,0,0,1,1,1,1.0
65163,135872,1,Kingdom Death: Monster  Lantern Festival Expansion,2015.0,1.0,6.0,30.0,30.0,30.0,18.0,1,10.0,40,0,2,4,3,1,4.0
65171,135895,1,Rising Sun: ASL Module 13,2013.0,2.0,4.0,180.0,180.0,180.0,0.0,79,9.26076,492,5,14,37,34,17,4.5882
65172,135900,0,La Hache & Le Feu,2005.0,1.0,2.0,2.0,2.0,2.0,12.0,3,5.0,29,5,1,0,4,1,3.0
65177,135928,0,Weather Wars: Battle for the Guzunganator,2013.0,2.0,4.0,20.0,20.0,20.0,8.0,8,6.475,25,2,1,5,4,2,1.0
65191,135985,0,Blocks in the Pacific,2016.0,1.0,4.0,120.0,120.0,120.0,14.0,0,0.0,1,0,1,20,1,1,4.0
65192,135986,0,Time of Decisions,2017.0,1.0,5.0,2000.0,2000.0,2000.0,14.0,0,0.0,0,0,1,7,0,1,4.0
65200,136021,0,American Civil War Rules for an Army-level Wargame with 2mm or 6mm Miniatures,1986.0,2.0,0.0,120.0,120.0,120.0,10.0,0,0.0,1,0,0,0,0,1,3.0
65203,136032,0,A Thunder Upon the Land: The Battles of Narva and Poltava,2013.0,1.0,2.0,240.0,240.0,240.0,14.0,18,6.26111,122,1,9,12,17,4,3.25
65204,136033,0,Cyber City,2013.0,2.0,4.0,20.0,20.0,20.0,10.0,0,0.0,2,0,0,1,1,1,1.0
65209,136086,0,"Die Welt: Singapur, wo liegt das nur?",2013.0,2.0,6.0,60.0,45.0,60.0,10.0,22,6.46591,37,1,3,2,2,2,1.0
65213,136092,0,Blitzed!,2013.0,3.0,5.0,15.0,15.0,15.0,8.0,21,5.21429,31,1,1,4,10,2,1.0
65214,136093,0,End Zone,2013.0,2.0,2.0,30.0,30.0,30.0,8.0,8,7.0,17,0,1,6,3,2,2.5
65216,136095,1,Through the Ages: Spanish Promo Card Set,2012.0,2.0,4.0,240.0,240.0,240.0,12.0,30,7.48,63,1,7,17,8,3,3.0
65219,136116,0,Primo,2013.0,2.0,6.0,20.0,20.0,20.0,7.0,27,4.32222,40,4,2,8,3,3,1.6667
65220,136122,0,MONOPOLY: Street Fighter Collector's Edition,2012.0,2.0,6.0,120.0,120.0,120.0,8.0,7,5.35714,40,1,0,4,2,2,1.5
65224,136138,0,Ahoi!,2012.0,2.0,5.0,45.0,45.0,45.0,10.0,1,6.0,2,0,0,1,0,1,2.0
65225,136144,0,Martial Arts: The Card Game,2015.0,2.0,4.0,10.0,10.0,10.0,0.0,1,7.0,10,0,3,20,1,1,1.0
65226,136147,1,Android: Netrunner  Humanity's Shadow,2013.0,2.0,2.0,45.0,45.0,45.0,13.0,631,8.34873,4223,47,60,136,142,29,3.1034
65227,136148,0,Mighty Morphin Power Rangers: Save the Youth Center Game,2013.0,2.0,4.0,20.0,20.0,20.0,8.0,0,0.0,1,0,0,0,0,1,2.0
65229,136153,0,The Union Forever!,2012.0,2.0,2.0,45.0,45.0,45.0,0.0,10,5.75,178,19,1,1,23,4,1.25
65231,136155,1,Eclipse: Elders of the Solstice,2011.0,2.0,6.0,120.0,120.0,120.0,14.0,34,7.1,173,0,51,130,9,1,4.0
65235,136171,1,Ultimate Werewolf: Urban Legends,2013.0,5.0,68.0,30.0,30.0,30.0,8.0,34,7.62941,250,3,9,34,14,1,1.0
65236,136176,0,Les Rois du Ring,2008.0,2.0,2.0,30.0,30.0,30.0,8.0,2,4.5,2,0,0,0,0,1,1.0
65237,136180,0,Deus Vult: Wargaming in the time of the Crusades,2012.0,2.0,0.0,120.0,120.0,120.0,0.0,5,6.9,10,0,1,4,0,1,2.0
65238,136182,0,Biblebanz Game,2013.0,2.0,6.0,60.0,60.0,60.0,7.0,1,1.0,1,0,0,0,0,1,2.0
65240,136190,0,Ropoa The City,2013.0,2.0,4.0,60.0,60.0,60.0,10.0,3,6.58333,3,0,0,1,1,2,2.0
65243,136208,1,A Call to Arms: Star Fleet  Gorn Fleet Box,2012.0,2.0,0.0,0.0,0.0,0.0,16.0,2,9.25,7,0,0,0,1,1,4.0
65244,136213,1,The New Science: Fantasy Scientists,2013.0,2.0,5.0,60.0,60.0,60.0,12.0,43,7.03837,193,9,4,7,16,4,3.0
65245,136215,0,Red Menace,2013.0,1.0,1.0,60.0,60.0,60.0,0.0,20,6.4125,76,5,10,31,13,8,1.5
65247,136217,1,Age of Industry Expansion: Belgium & USSR,2013.0,2.0,5.0,120.0,120.0,120.0,12.0,70,8.01129,378,3,30,48,31,9,3.2222
65250,136223,1,Village Inn,2013.0,2.0,5.0,120.0,60.0,120.0,12.0,1269,7.90872,3800,20,201,557,313,96,2.875
65253,136230,1,Warriors & Traders: Middle Ages,2013.0,2.0,6.0,120.0,120.0,120.0,13.0,9,7.22222,13,0,8,18,3,1,4.0
65254,136231,1,War Stories: Rattenkrieg,2014.0,2.0,4.0,30.0,30.0,30.0,8.0,0,0.0,1,0,4,8,0,1,3.0
65256,136233,1,Seasons: Enchanted Kingdom,2013.0,2.0,4.0,60.0,60.0,60.0,14.0,1045,7.74819,3882,41,132,421,227,64,2.625
65257,136239,1,Munchkin Easter Eggs,2013.0,3.0,6.0,90.0,90.0,90.0,10.0,117,7.01624,566,9,2,32,29,3,1.6667
65258,136241,0,Im groen Zauberwald,2013.0,2.0,4.0,20.0,20.0,20.0,5.0,12,5.65,20,0,4,10,2,2,1.0
65259,136243,0,Joylings,2013.0,2.0,4.0,20.0,20.0,20.0,5.0,6,4.5,4,1,0,0,3,2,1.0
65260,136244,0,Miau!,2013.0,2.0,4.0,10.0,10.0,10.0,5.0,14,5.78571,21,1,0,0,6,1,1.0
65261,136246,0,Feuer & Flamme,2013.0,2.0,5.0,20.0,20.0,20.0,5.0,18,6.06944,36,1,6,8,6,3,1.6667
65279,136265,0,Aliens vs. Zombies,2013.0,2.0,2.0,45.0,45.0,45.0,10.0,15,5.92667,47,1,10,16,7,3,1.3333
65286,136274,0,Sibylla,2013.0,2.0,5.0,45.0,45.0,45.0,10.0,6,7.41667,12,0,2,7,2,1,1.0
65290,136282,0,Rabbids: Das Familien-Partyspiel,2013.0,3.0,6.0,60.0,60.0,60.0,8.0,12,6.68333,28,1,3,7,2,2,2.0
65291,136283,0,Memento,2013.0,2.0,5.0,30.0,30.0,30.0,10.0,19,6.18947,46,2,1,15,6,1,2.0
65306,136305,0,Mad Rush Rally,2013.0,2.0,4.0,20.0,20.0,20.0,12.0,6,6.75,10,1,1,8,0,1,2.0
65307,136307,0,App'd: The Card Game,2013.0,2.0,4.0,0.0,0.0,0.0,0.0,16,4.84375,22,2,0,4,7,2,3.0
65308,136313,1,Eminent Domain: Escalation,2014.0,2.0,5.0,60.0,60.0,60.0,10.0,660,7.97859,2783,55,120,331,228,39,2.8718
65309,136314,1,Bull in a China Shop: Action Cards,2007.0,3.0,5.0,30.0,30.0,30.0,8.0,15,6.47,40,4,2,5,4,4,1.25
65311,136337,0,Space Marvels 6 Express,2013.0,2.0,4.0,20.0,20.0,20.0,10.0,17,7.22941,39,1,5,28,12,1,1.0
